400,536.00
500,537.00
600,537.00
700,565.00
800,564.00
900,564.00
1000,564.00
1100,564.00
1200,565.00
1300,564.00
1400,564.00
1500,565.00
1600,565.00
1700,564.00
1800,568.00
1900,616.00
2000,713.00
2100,823.00
2200,1007.00
2300,1232.00
2400,1464.00
2500,1754.00
2600,2069.00
2700,2422.00
2800,2808.00
2900,3193.00
3000,3552.00
3100,3559.00
3200,3552.00
3300,3556.00
3400,3556.00
3500,3556.00
3600,3556.00
3700,3556.00
3800,3555.00
