100,599.00
200,599.00
300,599.00
400,599.00
500,599.00
600,599.00
700,610.00
800,692.00
900,834.00
1000,1087.00
1100,1397.00
1200,1830.00
1300,2291.00
1400,2846.00
1500,3480.00
1600,4172.00
1700,3576.00
1800,3580.00
1900,3584.00
2000,3584.00
2100,3584.00
2200,3584.00
2300,3580.00
2400,3580.00
2500,3580.00
